i,rel_err,angle_err_deg
563,0.19030932822317076,8.053505618477525
564,0.19083661268222568,8.069186691035833
565,0.19098665331809733,8.087232343771577
566,0.1923172807642628,8.106436268860017
567,0.19239418405436767,8.107187108079511
568,0.19260479878050932,8.108357606560533
569,0.1927927156658731,8.111938789432017
570,0.19281184351990688,8.141536545201225
571,0.19352090586080575,8.142260678585838
572,0.19360877277105568,8.150113016050843
573,0.19423560237910903,8.177663388228092
574,0.19440440508327772,8.187530798536573
575,0.1947753429249248,8.190338492952625
576,0.19503166457207194,8.201745705037355
577,0.1969601020029445,8.239138775592805
578,0.1973412364051814,8.23958146246091
579,0.19773976697726678,8.266716532778414
580,0.19789774288671913,8.342215030038037
581,0.19814492280217466,8.35491768579019
582,0.19944900553891262,8.35664118220313
583,0.19965363144086157,8.356871394284497
584,0.19991286775814385,8.357949008372108
585,0.20107138320800197,8.392003350254203
586,0.20132073900501862,8.4147641796028
587,0.20170167004222567,8.439349495287097
588,0.20198526660616647,8.449017115412781
589,0.20211714657087337,8.455348218977472
590,0.20227075409024142,8.48983598025986
591,0.2022953564063149,8.535797018113213
592,0.20246790987845226,8.545781326255218
593,0.20306587747059843,8.555070688109456
594,0.20342035639093645,8.557271945857837
595,0.20415192712879376,8.5576503615754
596,0.2045983302694341,8.565183816222792
597,0.20518660813687425,8.57714836272159
598,0.20546803428816918,8.622912233517637
599,0.2056840240176635,8.628058561406121
600,0.20586692467599582,8.636151995658842
601,0.20612468173340218,8.65044338511508
602,0.20701835766851234,8.672408422910976
603,0.20767696971586502,8.688919121012749
604,0.20772677971715572,8.692937808493172
605,0.20777052987096048,8.706221932969664
606,0.2080146472691768,8.716751226229963
607,0.20821571414108256,8.761583981753288
608,0.2085287629144884,8.76834437694682
609,0.2087493057233427,8.777561704175893
610,0.20890994434580107,8.780392841793986
611,0.2094451443735874,8.794394995720797
612,0.2097159524418599,8.867855723822982
613,0.21006935186857836,8.91933107856608
614,0.21013742724525725,8.942114649912309
615,0.21036801794045812,8.962164278281247
616,0.21037977968105662,8.972500722517113
617,0.21053604296310055,8.972818721863932
618,0.21089956366545337,8.99758638314565
619,0.21153023776707264,9.022193874852547
620,0.21166314650702112,9.025933150742196
621,0.21284817591032698,9.029282058624066
622,0.2138938865540515,9.052303400705261
623,0.2141806945626251,9.076914196692401
624,0.2159147185058818,9.12521509524445
625,0.21617798713668504,9.129233667395349
626,0.21681331554269365,9.14394465347222
627,0.2168202333110418,9.182577081066398
628,0.21752666519551034,9.201961761524311
629,0.21776148434445972,9.20514067184062
630,0.21812995887239967,9.205282510660561
631,0.21831859143569052,9.246563927378455
632,0.21933022871916225,9.247925318536412
633,0.21942616073783058,9.25758989614467
634,0.2199740733075845,9.271872628770403
635,0.22088497005772073,9.288888544494371
636,0.22103947147458516,9.289072502491928
637,0.22145747941870647,9.291112879288066
638,0.2223909094359971,9.306882339541175
639,0.22239796580570567,9.389054260508605
640,0.22292583811943237,9.392143956361098
641,0.22331553834096152,9.3932050593095
642,0.22446077833480169,9.394276183901463
643,0.22456679056203255,9.415804499772776
644,0.22479227155821246,9.425312687493655
645,0.22549516251723764,9.459602758608499
646,0.2255150830967088,9.46237300008726
